country,year,quarter,arrivals,country_en
New Zealand,2015,Q4,7870.0,New Zealand
New Zealand,2016,Q4,10856.0,New Zealand
New Zealand,2017,Q4,11658.0,New Zealand
New Zealand,2018,Q4,11531.0,New Zealand
New Zealand,2019,Q4,10731.0,New Zealand
New Zealand,2022,Q4,5805.0,New Zealand
New Zealand,2023,Q4,9771.0,New Zealand
New Zealand,2024,Q4,12975.0,New Zealand
New Zealand,2025,Q4,14558.0,New Zealand
Nga,2008,Q4,4045.0,Russia
Nga,2012,Q4,13648.0,Russia
Nga,2013,Q4,92081.0,Russia
Nga,2014,Q4,100388.0,Russia
Nga,2015,Q4,102508.0,Russia
Nga,2016,Q4,134918.0,Russia
Nga,2017,Q4,153529.0,Russia
Nga,2018,Q4,151651.0,Russia
Nga,2019,Q4,168356.0,Russia
Nga,2022,Q4,22128.0,Russia
Nga,2023,Q4,37317.0,Russia
Nga,2024,Q4,72918.0,Russia
Nga,2025,Q4,254553.0,Russia
Nhật Bản,2008,Q4,94938.0,Japan
Nhật Bản,2009,Q4,91483.0,Japan
Nhật Bản,2010,Q4,124362.0,Japan
Nhật Bản,2011,Q4,137764.0,Japan
Nhật Bản,2012,Q4,151409.0,Japan
Nhật Bản,2013,Q4,154046.0,Japan
Nhật Bản,2014,Q4,162181.0,Japan
Nhật Bản,2015,Q4,172921.0,Japan
Nhật Bản,2016,Q4,185401.0,Japan
Nhật Bản,2017,Q4,199787.0,Japan
Nhật Bản,2018,Q4,202973.0,Japan
Nhật Bản,2019,Q4,239430.0,Japan
Nhật Bản,2022,Q4,78342.0,Japan
Nhật Bản,2023,Q4,175078.0,Japan
Nhật Bản,2024,Q4,182458.0,Japan
Nhật Bản,2025,Q4,196397.0,Japan
Philippines,2008,Q4,4045.0,Philippines
Philippines,2012,Q4,7790.0,Philippines
Philippines,2013,Q4,26915.0,Philippines
Philippines,2014,Q4,23477.0,Philippines
Philippines,2015,Q4,27116.0,Philippines
Philippines,2016,Q4,29984.0,Philippines
Philippines,2017,Q4,36144.0,Philippines
Philippines,2018,Q4,41521.0,Philippines
Philippines,2019,Q4,48409.0,Philippines
Philippines,2022,Q4,24568.0,Philippines
Philippines,2023,Q4,43288.0,Philippines
Philippines,2024,Q4,90722.0,Philippines
Philippines,2025,Q4,145422.0,Philippines
Pháp,2008,Q4,45719.0,France
Pháp,2009,Q4,42897.0,France
Pháp,2010,Q4,51930.0,France
Pháp,2011,Q4,55200.0,France
Pháp,2012,Q4,54282.0,France
Pháp,2013,Q4,52309.0,France
Pháp,2014,Q4,49779.0,France
Pháp,2015,Q4,53822.0,France
Pháp,2016,Q4,61195.0,France
Pháp,2017,Q4,62157.0,France
Pháp,2018,Q4,66168.0,France
Pháp,2019,Q4,71764.0,France
Pháp,2022,Q4,39755.0,France
Pháp,2023,Q4,60371.0,France
Pháp,2024,Q4,80227.0,France
Pháp,2025,Q4,94082.0,France
Phần Lan,2008,Q4,400.0,Finland
Phần Lan,2012,Q4,1592.0,Finland
Phần Lan,2013,Q4,4022.0,Finland
Phần Lan,2014,Q4,3269.0,Finland
Phần Lan,2015,Q4,3634.0,Finland
Phần Lan,2016,Q4,4193.0,Finland
Phần Lan,2017,Q4,4783.0,Finland
Phần Lan,2018,Q4,4791.0,Finland
Phần Lan,2019,Q4,4965.0,Finland
Phần Lan,2022,Q4,2053.0,Finland
Phần Lan,2023,Q4,1614.0,Finland
Singapore,2008,Q4,42656.0,Singapore
Singapore,2012,Q4,22513.0,Singapore
Singapore,2013,Q4,43490.0,Singapore
Singapore,2014,Q4,60843.0,Singapore
Singapore,2015,Q4,71067.0,Singapore
Singapore,2016,Q4,76435.0,Singapore
Singapore,2017,Q4,84505.0,Singapore
Singapore,2018,Q4,83465.0,Singapore
Singapore,2019,Q4,93841.0,Singapore
Singapore,2022,Q4,90808.0,Singapore
Singapore,2023,Q4,99188.0,Singapore
Singapore,2024,Q4,106195.0,Singapore
Singapore,2025,Q4,133233.0,Singapore
Thái Lan,2008,Q4,44438.0,Thailand
Thái Lan,2009,Q4,36748.0,Thailand
Thái Lan,2010,Q4,61180.0,Thailand
Thái Lan,2011,Q4,53418.0,Thailand
Thái Lan,2012,Q4,65168.0,Thailand
Thái Lan,2013,Q4,73937.0,Thailand
Thái Lan,2014,Q4,51691.0,Thailand
Thái Lan,2015,Q4,73360.0,Thailand
Thái Lan,2016,Q4,77548.0,Thailand
Thái Lan,2017,Q4,90344.0,Thailand
Thái Lan,2018,Q4,112723.0,Thailand
Thái Lan,2019,Q4,164497.0,Thailand
Thái Lan,2022,Q4,119296.0,Thailand
Thái Lan,2023,Q4,137948.0,Thailand
Thái Lan,2024,Q4,117086.0,Thailand
Thái Lan,2025,Q4,131258.0,Thailand
Thụy sĩ,2008,Q4,1476.0,Thụy sĩ
Thụy sĩ,2012,Q4,2342.0,Thụy sĩ
Thụy sĩ,2013,Q4,7915.0,Thụy sĩ
Thụy sĩ,2014,Q4,7303.0,Thụy sĩ
Thụy sĩ,2015,Q4,7935.0,Thụy sĩ
Thụy sĩ,2016,Q4,8684.0,Thụy sĩ
Thụy sĩ,2017,Q4,9126.0,Thụy sĩ
Thụy sĩ,2018,Q4,9583.0,Thụy sĩ
Thụy sĩ,2019,Q4,10272.0,Thụy sĩ
Thụy sĩ,2022,Q4,5597.0,Thụy sĩ
Thụy sĩ,2023,Q4,8166.0,Thụy sĩ
Thụy sĩ,2024,Q4,10120.0,Thụy sĩ
Thụy sĩ,2025,Q4,12710.0,Thụy sĩ
Thụy Điển,2008,Q4,1308.0,Sweden
Thụy Điển,2012,Q4,3619.0,Sweden
Thụy Điển,2013,Q4,8285.0,Sweden
Thụy Điển,2014,Q4,7876.0,Sweden
Thụy Điển,2015,Q4,9039.0,Sweden
Thụy Điển,2016,Q4,9218.0,Sweden
Thụy Điển,2017,Q4,10446.0,Sweden
Thụy Điển,2018,Q4,11340.0,Sweden
Thụy Điển,2019,Q4,10019.0,Sweden
Thụy Điển,2022,Q4,4861.0,Sweden
Thụy Điển,2023,Q4,7035.0,Sweden
Thụy Điển,2024,Q4,11286.0,Sweden
Thụy Điển,2025,Q4,12610.0,Sweden
Trung Quốc,2008,Q4,150175.0,China
Trung Quốc,2009,Q4,170382.0,China
Trung Quốc,2010,Q4,229430.0,China
Trung Quốc,2011,Q4,437392.0,China
Trung Quốc,2012,Q4,404504.0,China
Trung Quốc,2013,Q4,548833.0,China
Trung Quốc,2014,Q4,407048.0,China
Trung Quốc,2015,Q4,520368.0,China
Trung Quốc,2016,Q4,709245.0,China
Trung Quốc,2017,Q4,1072052.0,China
Trung Quốc,2018,Q4,1157073.0,China
Trung Quốc,2019,Q4,1829242.0,China
Trung Quốc,2022,Q4,46752.0,China
Trung Quốc,2023,Q4,620632.0,China
Trung Quốc,2024,Q4,1032724.0,China
Trung Quốc,2025,Q4,1388037.0,China
Tây Ban Nha,2008,Q4,2279.0,Spain
Tây Ban Nha,2012,Q4,2125.0,Spain
Tây Ban Nha,2013,Q4,8642.0,Spain
Tây Ban Nha,2014,Q4,10368.0,Spain
Tây Ban Nha,2015,Q4,11958.0,Spain
Tây Ban Nha,2016,Q4,15773.0,Spain
Tây Ban Nha,2017,Q4,18191.0,Spain
Tây Ban Nha,2018,Q4,19595.0,Spain
Tây Ban Nha,2019,Q4,20652.0,Spain
Tây Ban Nha,2022,Q4,12707.0,Spain
Tây Ban Nha,2023,Q4,24223.0,Spain
Tây Ban Nha,2024,Q4,26625.0,Spain
Tây Ban Nha,2025,Q4,28904.0,Spain
Vương quốc Anh,2008,Q4,8397.0,Vương quốc Anh
Vương quốc Anh,2012,Q4,13685.0,Vương quốc Anh
Vương quốc Anh,2013,Q4,48532.0,Vương quốc Anh
Vương quốc Anh,2014,Q4,45742.0,Vương quốc Anh
Vương quốc Anh,2015,Q4,58512.0,Vương quốc Anh
Vương quốc Anh,2016,Q4,64947.0,Vương quốc Anh
Vương quốc Anh,2017,Q4,70463.0,Vương quốc Anh
Vương quốc Anh,2018,Q4,72077.0,Vương quốc Anh
Vương quốc Anh,2019,Q4,77729.0,Vương quốc Anh
Vương quốc Anh,2022,Q4,44617.0,Vương quốc Anh
Vương quốc Anh,2023,Q4,66306.0,Vương quốc Anh
Vương quốc Anh,2024,Q4,81684.0,Vương quốc Anh
Vương quốc Anh,2025,Q4,95052.0,Vương quốc Anh
Úc,2008,Q4,53933.0,Australia
Úc,2009,Q4,57825.0,Australia
Úc,2010,Q4,72731.0,Australia
Úc,2011,Q4,79210.0,Australia
Úc,2012,Q4,73338.0,Australia
Úc,2013,Q4,52861.0,Australia
Úc,2014,Q4,74971.0,Australia
Úc,2015,Q4,75228.0,Australia
Úc,2016,Q4,77144.0,Australia
Úc,2017,Q4,94713.0,Australia
Úc,2018,Q4,92074.0,Australia
Úc,2019,Q4,91631.0,Australia
Úc,2022,Q4,65962.0,Australia
Úc,2023,Q4,106951.0,Australia
Úc,2024,Q4,135577.0,Australia
Úc,2025,Q4,147237.0,Australia
Ý,2008,Q4,1330.0,Italy
Ý,2012,Q4,2361.0,Italy
Ý,2013,Q4,7934.0,Italy
Ý,2014,Q4,8777.0,Italy
Ý,2015,Q4,11064.0,Italy
Ý,2016,Q4,12941.0,Italy
Ý,2017,Q4,14669.0,Italy
Ý,2018,Q4,15926.0,Italy
Ý,2019,Q4,16764.0,Italy
Ý,2022,Q4,9298.0,Italy
Ý,2023,Q4,15631.0,Italy
Ý,2024,Q4,24662.0,Italy
Ý,2025,Q4,28773.0,Italy
Đan mạch,2008,Q4,1883.0,Đan mạch
Đan mạch,2012,Q4,1826.0,Đan mạch
Đan mạch,2013,Q4,5920.0,Đan mạch
Đan mạch,2014,Q4,5321.0,Đan mạch
Đan mạch,2015,Q4,6121.0,Đan mạch
Đan mạch,2016,Q4,6757.0,Đan mạch
Đan mạch,2017,Q4,7532.0,Đan mạch
Đan mạch,2018,Q4,8267.0,Đan mạch
Đan mạch,2019,Q4,8223.0,Đan mạch
Đan mạch,2022,Q4,5700.0,Đan mạch
Đan mạch,2023,Q4,7684.0,Đan mạch
Đan mạch,2024,Q4,9400.0,Đan mạch
Đan mạch,2025,Q4,10309.0,Đan mạch
Đài Loan,2008,Q4,58186.0,Taiwan
Đài Loan,2009,Q4,63039.0,Taiwan
Đài Loan,2010,Q4,82315.0,Taiwan
Đài Loan,2011,Q4,95083.0,Taiwan
Đài Loan,2012,Q4,96069.0,Taiwan
Đài Loan,2013,Q4,101406.0,Taiwan
Đài Loan,2014,Q4,84383.0,Taiwan
Đài Loan,2015,Q4,108508.0,Taiwan
Đài Loan,2016,Q4,125308.0,Taiwan
Đài Loan,2017,Q4,157906.0,Taiwan
Đài Loan,2018,Q4,186413.0,Taiwan
Đài Loan,2019,Q4,252273.0,Taiwan
Đài Loan,2022,Q4,59844.0,Taiwan
Đài Loan,2023,Q4,275923.0,Taiwan
Đài Loan,2024,Q4,335056.0,Taiwan
Đài Loan,2025,Q4,305110.0,Taiwan
Đức,2008,Q4,7950.0,Germany
Đức,2012,Q4,9155.0,Germany
Đức,2013,Q4,37934.0,Germany
Đức,2014,Q4,38555.0,Germany
Đức,2015,Q4,43131.0,Germany
Đức,2016,Q4,50395.0,Germany
Đức,2017,Q4,56179.0,Germany
Đức,2018,Q4,58864.0,Germany
Đức,2019,Q4,63425.0,Germany
Đức,2022,Q4,39079.0,Germany
Đức,2023,Q4,58061.0,Germany
Đức,2024,Q4,73932.0,Germany
Đức,2025,Q4,84789.0,Germany
Ấn Độ,2018,Q4,37040.0,India
Ấn Độ,2019,Q4,53223.0,India
Ấn Độ,2023,Q4,114193.0,India
Ấn Độ,2024,Q4,148309.0,India
Ấn Độ,2025,Q4,241837.0,India
