country,year,quarter,arrivals
Ba Lan,2024,Q1,20279.0
Ba Lan,2025,Q1,31005.0
Ba Lan,2026,Q1,47232.0
Bỉ,2013,Q1,5075.0
Bỉ,2014,Q1,6017.0
Bỉ,2015,Q1,5455.0
Bỉ,2016,Q1,6417.0
Bỉ,2017,Q1,7113.0
Bỉ,2018,Q1,7572.0
Bỉ,2019,Q1,7650.0
Bỉ,2020,Q1,7452.0
Bỉ,2022,Q1,216.0
Bỉ,2023,Q1,5917.0
Bỉ,2024,Q1,8275.0
Bỉ,2025,Q1,9569.0
Bỉ,2026,Q1,11360.0
Campuchia,2010,Q1,43115.0
Campuchia,2011,Q1,76586.0
Campuchia,2012,Q1,102627.0
Campuchia,2013,Q1,74090.0
Campuchia,2014,Q1,99140.0
Campuchia,2015,Q1,77686.0
Campuchia,2016,Q1,41638.0
Campuchia,2017,Q1,56187.0
Campuchia,2018,Q1,67729.0
Campuchia,2019,Q1,33991.0
Campuchia,2020,Q1,120430.0
Campuchia,2022,Q1,1961.0
Campuchia,2023,Q1,95516.0
Campuchia,2024,Q1,113746.0
Campuchia,2025,Q1,233911.0
Campuchia,2026,Q1,330102.0
Canada,2009,Q1,17064.0
Canada,2010,Q1,10043.0
Canada,2013,Q1,33122.0
Canada,2014,Q1,37525.0
Canada,2015,Q1,35986.0
Canada,2016,Q1,40679.0
Canada,2017,Q1,47116.0
Canada,2018,Q1,50926.0
Canada,2019,Q1,53765.0
Canada,2020,Q1,41807.0
Canada,2022,Q1,1481.0
Canada,2023,Q1,43815.0
Canada,2024,Q1,49943.0
Canada,2025,Q1,60124.0
Canada,2026,Q1,74670.0
Các thị trường khác,2009,Q1,265257.0
Các thị trường khác,2010,Q1,383842.0
Các thị trường khác,2011,Q1,403739.0
Các thị trường khác,2012,Q1,469626.0
Các thị trường khác,2013,Q1,79019.0
Các thị trường khác,2014,Q1,181673.0
Các thị trường khác,2015,Q1,152958.0
Các thị trường khác thuộc châu Mỹ,2016,Q1,18076.0
Các thị trường khác thuộc châu Mỹ,2017,Q1,20885.0
Các thị trường khác thuộc châu Mỹ,2018,Q1,21576.0
Các thị trường khác thuộc châu Mỹ,2019,Q1,19994.0
Các thị trường khác thuộc châu Mỹ,2020,Q1,19537.0
Các thị trường khác thuộc châu Mỹ,2022,Q1,662.0
Các thị trường khác thuộc châu Mỹ,2023,Q1,13279.0
Các thị trường khác thuộc châu Mỹ,2024,Q1,19949.0
Các thị trường khác thuộc châu Mỹ,2025,Q1,22807.0
Các thị trường khác thuộc châu Mỹ,2026,Q1,26104.0
Các thị trường khác thuộc châu Phi,2016,Q1,6437.0
Các thị trường khác thuộc châu Phi,2017,Q1,8810.0
Các thị trường khác thuộc châu Phi,2018,Q1,11075.0
Các thị trường khác thuộc châu Phi,2019,Q1,11701.0
Các thị trường khác thuộc châu Phi,2020,Q1,11930.0
Các thị trường khác thuộc châu Phi,2022,Q1,449.0
Các thị trường khác thuộc châu Phi,2023,Q1,6174.0
Các thị trường khác thuộc châu Phi,2024,Q1,13097.0
Các thị trường khác thuộc châu Phi,2025,Q1,12324.0
Các thị trường khác thuộc châu Phi,2026,Q1,15826.0
Các thị trường khác thuộc châu Á,2016,Q1,64699.0
Các thị trường khác thuộc châu Á,2017,Q1,59369.0
Các thị trường khác thuộc châu Á,2018,Q1,41524.0
Các thị trường khác thuộc châu Á,2019,Q1,42795.0
Các thị trường khác thuộc châu Á,2020,Q1,40374.0
Các thị trường khác thuộc châu Á,2022,Q1,4397.0
Các thị trường khác thuộc châu Á,2023,Q1,142346.0
Các thị trường khác thuộc châu Á,2024,Q1,216669.0
Các thị trường khác thuộc châu Á,2025,Q1,388604.0
Các thị trường khác thuộc châu Á,2026,Q1,365379.0
Các thị trường khác thuộc châu Âu,2016,Q1,53578.0
Các thị trường khác thuộc châu Âu,2017,Q1,58563.0
Các thị trường khác thuộc châu Âu,2018,Q1,73351.0
Các thị trường khác thuộc châu Âu,2019,Q1,78675.0
Các thị trường khác thuộc châu Âu,2020,Q1,80535.0
Các thị trường khác thuộc châu Âu,2022,Q1,3212.0
Các thị trường khác thuộc châu Âu,2023,Q1,88949.0
Các thị trường khác thuộc châu Âu,2024,Q1,216081.0
Các thị trường khác thuộc châu Âu,2025,Q1,185689.0
Các thị trường khác thuộc châu Âu,2026,Q1,295725.0
Các thị trường khác thuộc châu Úc,2016,Q1,1479.0
Các thị trường khác thuộc châu Úc,2017,Q1,250.0
Các thị trường khác thuộc châu Úc,2018,Q1,309.0
Các thị trường khác thuộc châu Úc,2019,Q1,254.0
Các thị trường khác thuộc châu Úc,2020,Q1,484.0
Các thị trường khác thuộc châu Úc,2022,Q1,12.0
Các thị trường khác thuộc châu Úc,2023,Q1,176.0
Các thị trường khác thuộc châu Úc,2024,Q1,276.0
Các thị trường khác thuộc châu Úc,2025,Q1,357.0
Các thị trường khác thuộc châu Úc,2026,Q1,430.0
Hoa Kỳ,2009,Q1,104520.0
Hoa Kỳ,2010,Q1,125982.0
Hoa Kỳ,2011,Q1,133694.0
Hoa Kỳ,2012,Q1,144786.0
Hoa Kỳ,2013,Q1,127656.0
Hoa Kỳ,2014,Q1,140051.0
Hoa Kỳ,2015,Q1,145731.0
Hoa Kỳ,2016,Q1,164738.0
Hoa Kỳ,2017,Q1,179661.0
Hoa Kỳ,2018,Q1,203687.0
Hoa Kỳ,2019,Q1,219700.0
Hoa Kỳ,2020,Q1,172706.0
Hoa Kỳ,2022,Q1,10151.0
Hoa Kỳ,2023,Q1,206841.0
Hoa Kỳ,2024,Q1,232358.0
Hoa Kỳ,2025,Q1,258570.0
Hoa Kỳ,2026,Q1,302401.0
Hà Lan,2013,Q1,11404.0
Hà Lan,2014,Q1,13035.0
Hà Lan,2015,Q1,8585.0
Hà Lan,2016,Q1,14927.0
Hà Lan,2017,Q1,17970.0
Hà Lan,2018,Q1,19636.0
Hà Lan,2019,Q1,20695.0
Hà Lan,2020,Q1,18265.0
Hà Lan,2022,Q1,536.0
Hà Lan,2023,Q1,15862.0
Hà Lan,2024,Q1,21978.0
Hà Lan,2025,Q1,24990.0
Hà Lan,2026,Q1,29661.0
Hàn Quốc,2009,Q1,104840.0
Hàn Quốc,2010,Q1,132074.0
Hàn Quốc,2011,Q1,143959.0
Hàn Quốc,2012,Q1,206328.0
Hàn Quốc,2013,Q1,224376.0
Hàn Quốc,2014,Q1,238496.0
Hàn Quốc,2015,Q1,352817.0
Hàn Quốc,2016,Q1,408157.0
Hàn Quốc,2017,Q1,527464.0
Hàn Quốc,2018,Q1,892462.0
Hàn Quốc,2019,Q1,1107794.0
Hàn Quốc,2020,Q1,819089.0
Hàn Quốc,2022,Q1,14617.0
Hàn Quốc,2023,Q1,810938.0
Hàn Quốc,2024,Q1,1232877.0
Hàn Quốc,2025,Q1,1260131.0
Hàn Quốc,2026,Q1,1326425.0
Hồng Kông,2013,Q1,1785.0
Hồng Kông,2014,Q1,5817.0
Hồng Kông,2015,Q1,3114.0
Hồng Kông,2016,Q1,7187.0
Hồng Kông,2017,Q1,9774.0
Hồng Kông,2018,Q1,14165.0
Hồng Kông,2019,Q1,16451.0
Hồng Kông,2020,Q1,3780.0
Hồng Kông,2022,Q1,6.0
Hồng Kông,2023,Q1,53.0
Indonesia,2013,Q1,17177.0
Indonesia,2014,Q1,17671.0
Indonesia,2015,Q1,17858.0
Indonesia,2016,Q1,16009.0
Indonesia,2017,Q1,18174.0
Indonesia,2018,Q1,20792.0
Indonesia,2019,Q1,24366.0
Indonesia,2020,Q1,21446.0
Indonesia,2022,Q1,348.0
Indonesia,2023,Q1,20911.0
Indonesia,2024,Q1,45691.0
Indonesia,2025,Q1,48826.0
Indonesia,2026,Q1,70259.0
Lào,2013,Q1,25400.0
Lào,2014,Q1,31629.0
Lào,2015,Q1,27390.0
Lào,2016,Q1,26806.0
Lào,2017,Q1,35641.0
Lào,2018,Q1,34225.0
Lào,2019,Q1,26570.0
Lào,2020,Q1,36810.0
Lào,2022,Q1,4756.0
Lào,2023,Q1,28214.0
Lào,2024,Q1,33292.0
Lào,2025,Q1,50843.0
Lào,2026,Q1,46199.0
Malaysia,2009,Q1,46384.0
Malaysia,2010,Q1,44025.0
Malaysia,2011,Q1,53911.0
Malaysia,2012,Q1,70196.0
Malaysia,2013,Q1,70145.0
Malaysia,2014,Q1,80823.0
Malaysia,2015,Q1,74073.0
Malaysia,2016,Q1,94365.0
Malaysia,2017,Q1,113099.0
Malaysia,2018,Q1,129278.0
Malaysia,2019,Q1,143629.0
Malaysia,2020,Q1,116221.0
Malaysia,2022,Q1,1242.0
Malaysia,2023,Q1,115303.0
Malaysia,2024,Q1,143713.0
Malaysia,2025,Q1,141100.0
Malaysia,2026,Q1,171373.0
Na Uy,2013,Q1,5737.0
Na Uy,2014,Q1,7401.0
Na Uy,2015,Q1,6230.0
Na Uy,2016,Q1,7749.0
Na Uy,2017,Q1,7322.0
Na Uy,2018,Q1,8314.0
Na Uy,2019,Q1,9388.0
Na Uy,2020,Q1,8958.0
Na Uy,2022,Q1,158.0
Na Uy,2023,Q1,6353.0
Na Uy,2024,Q1,9269.0
Na Uy,2025,Q1,10754.0
Na Uy,2026,Q1,13549.0
New Zealand,2013,Q1,7136.0
New Zealand,2014,Q1,8182.0
New Zealand,2015,Q1,10580.0
New Zealand,2016,Q1,7884.0
New Zealand,2017,Q1,9521.0
New Zealand,2018,Q1,10254.0
New Zealand,2019,Q1,10551.0
New Zealand,2020,Q1,9470.0
New Zealand,2022,Q1,110.0
New Zealand,2023,Q1,4335.0
New Zealand,2024,Q1,10855.0
New Zealand,2025,Q1,12613.0
New Zealand,2026,Q1,15063.0
Nga,2012,Q1,37444.0
Nga,2013,Q1,84697.0
Nga,2014,Q1,131469.0
Nga,2015,Q1,96258.0
Nga,2016,Q1,108750.0
Nga,2017,Q1,175456.0
Nga,2018,Q1,203121.0
Nga,2019,Q1,215618.0
Nga,2020,Q1,244966.0
Nga,2022,Q1,5492.0
Nga,2023,Q1,35121.0
Nga,2024,Q1,59226.0
Nga,2025,Q1,124654.0
Nga,2026,Q1,367168.0
Nhật Bản,2009,Q1,101065.0
Nhật Bản,2010,Q1,110245.0
Nhật Bản,2011,Q1,88585.0
Nhật Bản,2012,Q1,159190.0
Nhật Bản,2013,Q1,156376.0
Nhật Bản,2014,Q1,170772.0
Nhật Bản,2015,Q1,178171.0
Nhật Bản,2016,Q1,192410.0
Nhật Bản,2017,Q1,201590.0
Nhật Bản,2018,Q1,215427.0
Nhật Bản,2019,Q1,233355.0
Nhật Bản,2020,Q1,200346.0
Nhật Bản,2022,Q1,4511.0
Nhật Bản,2023,Q1,117216.0
Nhật Bản,2024,Q1,179035.0
Nhật Bản,2025,Q1,226177.0
Nhật Bản,2026,Q1,245039.0
Philippines,2013,Q1,21414.0
Philippines,2014,Q1,25343.0
Philippines,2015,Q1,22798.0
Philippines,2016,Q1,24817.0
Philippines,2017,Q1,29390.0
Philippines,2018,Q1,33768.0
Philippines,2019,Q1,42128.0
Philippines,2020,Q1,36969.0
Philippines,2022,Q1,783.0
Philippines,2023,Q1,32328.0
Philippines,2024,Q1,49348.0
Philippines,2025,Q1,96254.0
Philippines,2026,Q1,162971.0
Pháp,2009,Q1,53907.0
Pháp,2010,Q1,56498.0
Pháp,2011,Q1,62370.0
Pháp,2012,Q1,72008.0
Pháp,2013,Q1,57971.0
Pháp,2014,Q1,65434.0
Pháp,2015,Q1,61026.0
Pháp,2016,Q1,67597.0
Pháp,2017,Q1,74876.0
Pháp,2018,Q1,83873.0
Pháp,2019,Q1,87322.0
Pháp,2020,Q1,74480.0
Pháp,2022,Q1,1639.0
Pháp,2023,Q1,56966.0
Pháp,2024,Q1,79806.0
Pháp,2025,Q1,102416.0
Pháp,2026,Q1,115771.0
Phần Lan,2013,Q1,5901.0
Phần Lan,2014,Q1,5934.0
Phần Lan,2015,Q1,8850.0
Phần Lan,2016,Q1,8082.0
Phần Lan,2017,Q1,8983.0
Phần Lan,2018,Q1,12297.0
Phần Lan,2019,Q1,11594.0
Phần Lan,2020,Q1,9994.0
Phần Lan,2022,Q1,69.0
Phần Lan,2023,Q1,3352.0
Singapore,2009,Q1,18295.0
Singapore,2013,Q1,42669.0
Singapore,2014,Q1,48474.0
Singapore,2015,Q1,52846.0
Singapore,2016,Q1,59388.0
Singapore,2017,Q1,62945.0
Singapore,2018,Q1,67795.0
Singapore,2019,Q1,68259.0
Singapore,2020,Q1,51726.0
Singapore,2022,Q1,1012.0
Singapore,2023,Q1,76478.0
Singapore,2024,Q1,83085.0
Singapore,2025,Q1,82481.0
Singapore,2026,Q1,107415.0
Thái Lan,2009,Q1,42274.0
Thái Lan,2010,Q1,46901.0
Thái Lan,2011,Q1,36463.0
Thái Lan,2013,Q1,60181.0
Thái Lan,2014,Q1,65648.0
Thái Lan,2015,Q1,54067.0
Thái Lan,2016,Q1,66790.0
Thái Lan,2017,Q1,78591.0
Thái Lan,2018,Q1,83437.0
Thái Lan,2019,Q1,124588.0
Thái Lan,2020,Q1,125725.0
Thái Lan,2022,Q1,1498.0
Thái Lan,2023,Q1,145131.0
Thái Lan,2024,Q1,118542.0
Thái Lan,2025,Q1,124129.0
Thái Lan,2026,Q1,132215.0
Thụy sĩ,2013,Q1,8418.0
Thụy sĩ,2014,Q1,11974.0
Thụy sĩ,2015,Q1,6032.0
Thụy sĩ,2016,Q1,10005.0
Thụy sĩ,2017,Q1,10328.0
Thụy sĩ,2018,Q1,10596.0
Thụy sĩ,2019,Q1,11807.0
Thụy sĩ,2020,Q1,10845.0
Thụy sĩ,2022,Q1,209.0
Thụy sĩ,2023,Q1,7562.0
Thụy sĩ,2024,Q1,10430.0
Thụy sĩ,2025,Q1,11905.0
Thụy sĩ,2026,Q1,15149.0
Thụy Điển,2013,Q1,13033.0
Thụy Điển,2014,Q1,11769.0
Thụy Điển,2015,Q1,15311.0
Thụy Điển,2016,Q1,16584.0
Thụy Điển,2017,Q1,20995.0
Thụy Điển,2018,Q1,25324.0
Thụy Điển,2019,Q1,27969.0
Thụy Điển,2020,Q1,21857.0
Thụy Điển,2022,Q1,238.0
Thụy Điển,2023,Q1,8889.0
Thụy Điển,2024,Q1,12679.0
Thụy Điển,2025,Q1,15046.0
Thụy Điển,2026,Q1,19191.0
Trung Quốc,2009,Q1,136204.0
Trung Quốc,2010,Q1,219042.0
Trung Quốc,2011,Q1,287573.0
Trung Quốc,2012,Q1,391611.0
Trung Quốc,2013,Q1,404430.0
Trung Quốc,2014,Q1,587475.0
Trung Quốc,2015,Q1,340753.0
Trung Quốc,2016,Q1,580524.0
Trung Quốc,2017,Q1,949199.0
Trung Quốc,2018,Q1,1356434.0
Trung Quốc,2019,Q1,1281073.0
Trung Quốc,2020,Q1,871819.0
Trung Quốc,2022,Q1,14951.0
Trung Quốc,2023,Q1,140233.0
Trung Quốc,2024,Q1,889834.0
Trung Quốc,2025,Q1,1586593.0
Trung Quốc,2026,Q1,1405169.0
Tây Ban Nha,2013,Q1,5211.0
Tây Ban Nha,2014,Q1,6556.0
Tây Ban Nha,2015,Q1,7816.0
Tây Ban Nha,2016,Q1,9187.0
Tây Ban Nha,2017,Q1,11339.0
Tây Ban Nha,2018,Q1,11797.0
Tây Ban Nha,2019,Q1,12538.0
Tây Ban Nha,2020,Q1,11783.0
Tây Ban Nha,2022,Q1,298.0
Tây Ban Nha,2023,Q1,10275.0
Tây Ban Nha,2024,Q1,15378.0
Tây Ban Nha,2025,Q1,18066.0
Tây Ban Nha,2026,Q1,20077.0
Vương quốc Anh,2011,Q1,13653.0
Vương quốc Anh,2012,Q1,17863.0
Vương quốc Anh,2013,Q1,47031.0
Vương quốc Anh,2014,Q1,58271.0
Vương quốc Anh,2015,Q1,57749.0
Vương quốc Anh,2016,Q1,68672.0
Vương quốc Anh,2017,Q1,75016.0
Vương quốc Anh,2018,Q1,85808.0
Vương quốc Anh,2019,Q1,89879.0
Vương quốc Anh,2020,Q1,81433.0
Vương quốc Anh,2022,Q1,1606.0
Vương quốc Anh,2023,Q1,67202.0
Vương quốc Anh,2024,Q1,91998.0
Vương quốc Anh,2025,Q1,113609.0
Vương quốc Anh,2026,Q1,127241.0
Úc,2009,Q1,54333.0
Úc,2010,Q1,78120.0
Úc,2011,Q1,87616.0
Úc,2012,Q1,83403.0
Úc,2013,Q1,87342.0
Úc,2014,Q1,95346.0
Úc,2015,Q1,105767.0
Úc,2016,Q1,91984.0
Úc,2017,Q1,95156.0
Úc,2018,Q1,108530.0
Úc,2019,Q1,108522.0
Úc,2020,Q1,92227.0
Úc,2022,Q1,2989.0
Úc,2023,Q1,96907.0
Úc,2024,Q1,132542.0
Úc,2025,Q1,147120.0
Úc,2026,Q1,174177.0
Ý,2013,Q1,9146.0
Ý,2014,Q1,11041.0
Ý,2015,Q1,14615.0
Ý,2016,Q1,14968.0
Ý,2017,Q1,16987.0
Ý,2018,Q1,20793.0
Ý,2019,Q1,22927.0
Ý,2020,Q1,17774.0
Ý,2022,Q1,436.0
Ý,2023,Q1,13654.0
Ý,2024,Q1,24603.0
Ý,2025,Q1,31733.0
Ý,2026,Q1,38107.0
Đan mạch,2013,Q1,8524.0
Đan mạch,2014,Q1,9906.0
Đan mạch,2015,Q1,9494.0
Đan mạch,2016,Q1,11596.0
Đan mạch,2017,Q1,12645.0
Đan mạch,2018,Q1,15303.0
Đan mạch,2019,Q1,16962.0
Đan mạch,2020,Q1,14444.0
Đan mạch,2022,Q1,290.0
Đan mạch,2023,Q1,9395.0
Đan mạch,2024,Q1,13754.0
Đan mạch,2025,Q1,16176.0
Đan mạch,2026,Q1,19470.0
Đài Loan,2009,Q1,72259.0
Đài Loan,2010,Q1,86194.0
Đài Loan,2011,Q1,88932.0
Đài Loan,2012,Q1,118645.0
Đài Loan,2013,Q1,96703.0
Đài Loan,2014,Q1,109455.0
Đài Loan,2015,Q1,92808.0
Đài Loan,2016,Q1,122665.0
Đài Loan,2017,Q1,150142.0
Đài Loan,2018,Q1,164370.0
Đài Loan,2019,Q1,207095.0
Đài Loan,2020,Q1,192216.0
Đài Loan,2022,Q1,8413.0
Đài Loan,2023,Q1,131908.0
Đài Loan,2024,Q1,299830.0
Đài Loan,2025,Q1,330517.0
Đài Loan,2026,Q1,316281.0
Đức,2013,Q1,18485.0
Đức,2014,Q1,45988.0
Đức,2015,Q1,31763.0
Đức,2016,Q1,54690.0
Đức,2017,Q1,61923.0
Đức,2018,Q1,68005.0
Đức,2019,Q1,72211.0
Đức,2020,Q1,61465.0
Đức,2022,Q1,2236.0
Đức,2023,Q1,55611.0
Đức,2024,Q1,78087.0
Đức,2025,Q1,96260.0
Đức,2026,Q1,112320.0
Ấn Độ,2018,Q1,31848.0
Ấn Độ,2019,Q1,38298.0
Ấn Độ,2020,Q1,37416.0
Ấn Độ,2023,Q1,83057.0
Ấn Độ,2024,Q1,116273.0
Ấn Độ,2025,Q1,143355.0
Ấn Độ,2026,Q1,242656.0
Ba Lan,2024,Q2,6264.0
Ba Lan,2025,Q2,7308.0
Ba Lan,2026,Q2,8745.0
Bỉ,2013,Q2,4555.0
Bỉ,2014,Q2,5101.0
Bỉ,2015,Q2,4855.0
Bỉ,2016,Q2,4936.0
Bỉ,2017,Q2,5806.0
Bỉ,2018,Q2,6642.0
Bỉ,2019,Q2,6817.0
Bỉ,2022,Q2,1563.0
Bỉ,2023,Q2,5391.0
Bỉ,2024,Q2,6403.0
Bỉ,2025,Q2,6728.0
Bỉ,2026,Q2,6975.0
Campuchia,2010,Q2,58480.0
Campuchia,2011,Q2,105846.0
Campuchia,2012,Q2,73779.0
Campuchia,2013,Q2,81779.0
Campuchia,2014,Q2,103630.0
Campuchia,2015,Q2,34096.0
Campuchia,2016,Q2,43332.0
Campuchia,2017,Q2,58906.0
Campuchia,2018,Q2,51661.0
Campuchia,2019,Q2,24524.0
Campuchia,2022,Q2,33909.0
Campuchia,2023,Q2,102300.0
Campuchia,2024,Q2,117745.0
Campuchia,2025,Q2,126360.0
Campuchia,2026,Q2,125022.0
Canada,2009,Q2,17467.0
Canada,2013,Q2,22852.0
Canada,2014,Q2,23563.0
Canada,2015,Q2,22015.0
Canada,2016,Q2,25758.0
Canada,2017,Q2,30821.0
Canada,2018,Q2,34239.0
Canada,2019,Q2,35700.0
Canada,2022,Q2,7810.0
Canada,2023,Q2,29558.0
Canada,2024,Q2,34976.0
Canada,2025,Q2,32876.0
Canada,2026,Q2,34908.0
Các thị trường khác,2009,Q2,216343.0
Các thị trường khác,2010,Q2,271784.0
Các thị trường khác,2011,Q2,331696.0
Các thị trường khác,2012,Q2,363162.0
Các thị trường khác,2013,Q2,121313.0
Các thị trường khác,2014,Q2,116802.0
Các thị trường khác,2015,Q2,83440.0
Các thị trường khác thuộc châu Mỹ,2016,Q2,14634.0
Các thị trường khác thuộc châu Mỹ,2017,Q2,15413.0
Các thị trường khác thuộc châu Mỹ,2018,Q2,16610.0
Các thị trường khác thuộc châu Mỹ,2019,Q2,16298.0
Các thị trường khác thuộc châu Mỹ,2022,Q2,3003.0
Các thị trường khác thuộc châu Mỹ,2023,Q2,12965.0
Các thị trường khác thuộc châu Mỹ,2024,Q2,16867.0
Các thị trường khác thuộc châu Mỹ,2025,Q2,17847.0
Các thị trường khác thuộc châu Mỹ,2026,Q2,14487.0
Các thị trường khác thuộc châu Phi,2016,Q2,6935.0
Các thị trường khác thuộc châu Phi,2017,Q2,8177.0
Các thị trường khác thuộc châu Phi,2018,Q2,9688.0
Các thị trường khác thuộc châu Phi,2019,Q2,10912.0
Các thị trường khác thuộc châu Phi,2022,Q2,1965.0
Các thị trường khác thuộc châu Phi,2023,Q2,6185.0
Các thị trường khác thuộc châu Phi,2024,Q2,12168.0
Các thị trường khác thuộc châu Phi,2025,Q2,12866.0
Các thị trường khác thuộc châu Phi,2026,Q2,10369.0
Các thị trường khác thuộc châu Á,2016,Q2,75583.0
Các thị trường khác thuộc châu Á,2017,Q2,59258.0
Các thị trường khác thuộc châu Á,2018,Q2,36386.0
Các thị trường khác thuộc châu Á,2019,Q2,39229.0
Các thị trường khác thuộc châu Á,2022,Q2,37838.0
Các thị trường khác thuộc châu Á,2023,Q2,128082.0
Các thị trường khác thuộc châu Á,2024,Q2,199680.0
Các thị trường khác thuộc châu Á,2025,Q2,272427.0
Các thị trường khác thuộc châu Á,2026,Q2,238911.0
Các thị trường khác thuộc châu Âu,2016,Q2,33916.0
Các thị trường khác thuộc châu Âu,2017,Q2,38232.0
Các thị trường khác thuộc châu Âu,2018,Q2,42094.0
Các thị trường khác thuộc châu Âu,2019,Q2,48488.0
Các thị trường khác thuộc châu Âu,2022,Q2,11755.0
Các thị trường khác thuộc châu Âu,2023,Q2,61428.0
Các thị trường khác thuộc châu Âu,2024,Q2,66914.0
Các thị trường khác thuộc châu Âu,2025,Q2,105327.0
Các thị trường khác thuộc châu Âu,2026,Q2,111980.0
Các thị trường khác thuộc châu Úc,2016,Q2,1310.0
Các thị trường khác thuộc châu Úc,2017,Q2,328.0
Các thị trường khác thuộc châu Úc,2018,Q2,266.0
Các thị trường khác thuộc châu Úc,2019,Q2,496.0
Các thị trường khác thuộc châu Úc,2022,Q2,57.0
Các thị trường khác thuộc châu Úc,2023,Q2,305.0
Các thị trường khác thuộc châu Úc,2024,Q2,272.0
Các thị trường khác thuộc châu Úc,2025,Q2,432.0
Các thị trường khác thuộc châu Úc,2026,Q2,272.0
Cộng hòa Séc,2026,Q2,1321.0
Hoa Kỳ,2009,Q2,101417.0
Hoa Kỳ,2010,Q2,103126.0
Hoa Kỳ,2011,Q2,110168.0
Hoa Kỳ,2012,Q2,110095.0
Hoa Kỳ,2013,Q2,104978.0
Hoa Kỳ,2014,Q2,106239.0
Hoa Kỳ,2015,Q2,111735.0
Hoa Kỳ,2016,Q2,128222.0
Hoa Kỳ,2017,Q2,140543.0
Hoa Kỳ,2018,Q2,165954.0
Hoa Kỳ,2019,Q2,173384.0
Hoa Kỳ,2022,Q2,57914.0
Hoa Kỳ,2023,Q2,166944.0
Hoa Kỳ,2024,Q2,182742.0
Hoa Kỳ,2025,Q2,190562.0
Hoa Kỳ,2026,Q2,143412.0
Hà Lan,2013,Q2,9288.0
Hà Lan,2014,Q2,10008.0
Hà Lan,2015,Q2,9547.0
Hà Lan,2016,Q2,12265.0
Hà Lan,2017,Q2,13907.0
Hà Lan,2018,Q2,15638.0
Hà Lan,2019,Q2,16388.0
Hà Lan,2022,Q2,4484.0
Hà Lan,2023,Q2,13993.0
Hà Lan,2024,Q2,16662.0
Hà Lan,2025,Q2,17507.0
Hà Lan,2026,Q2,15320.0
Hàn Quốc,2009,Q2,100893.0
Hàn Quốc,2010,Q2,119316.0
Hàn Quốc,2011,Q2,121712.0
Hàn Quốc,2012,Q2,163604.0
Hàn Quốc,2013,Q2,161494.0
Hàn Quốc,2014,Q2,167138.0
Hàn Quốc,2015,Q2,239781.0
Hàn Quốc,2016,Q2,332912.0
Hàn Quốc,2017,Q2,538793.0
Hàn Quốc,2018,Q2,821142.0
Hàn Quốc,2019,Q2,970808.0
Hàn Quốc,2022,Q2,93247.0
Hàn Quốc,2023,Q2,791245.0
Hàn Quốc,2024,Q2,1048802.0
Hàn Quốc,2025,Q2,947842.0
Hàn Quốc,2026,Q2,597981.0
Hồng Kông,2013,Q2,2409.0
Hồng Kông,2014,Q2,4274.0
Hồng Kông,2015,Q2,4439.0
Hồng Kông,2016,Q2,9247.0
Hồng Kông,2017,Q2,11572.0
Hồng Kông,2018,Q2,13404.0
Hồng Kông,2019,Q2,8855.0
Hồng Kông,2022,Q2,17.0
Hồng Kông,2023,Q2,43.0
Indonesia,2013,Q2,18000.0
Indonesia,2014,Q2,19037.0
Indonesia,2015,Q2,14467.0
Indonesia,2016,Q2,15992.0
Indonesia,2017,Q2,19078.0
Indonesia,2018,Q2,23794.0
Indonesia,2019,Q2,30004.0
Indonesia,2022,Q2,5789.0
Indonesia,2023,Q2,23570.0
Indonesia,2024,Q2,50418.0
Indonesia,2025,Q2,58038.0
Indonesia,2026,Q2,45509.0
Lào,2013,Q2,25012.0
Lào,2014,Q2,38359.0
Lào,2015,Q2,20934.0
Lào,2016,Q2,28989.0
Lào,2017,Q2,32646.0
Lào,2018,Q2,26196.0
Lào,2019,Q2,19971.0
Lào,2022,Q2,13937.0
Lào,2023,Q2,26233.0
Lào,2024,Q2,31998.0
Lào,2025,Q2,37840.0
Lào,2026,Q2,27325.0
Malaysia,2009,Q2,41914.0
Malaysia,2010,Q2,54327.0
Malaysia,2011,Q2,59175.0
Malaysia,2012,Q2,75334.0
Malaysia,2013,Q2,93192.0
Malaysia,2014,Q2,101484.0
Malaysia,2015,Q2,94439.0
Malaysia,2016,Q2,105476.0
Malaysia,2017,Q2,118486.0
Malaysia,2018,Q2,135831.0
Malaysia,2019,Q2,154856.0
Malaysia,2022,Q2,21018.0
Malaysia,2023,Q2,116613.0
Malaysia,2024,Q2,109874.0
Malaysia,2025,Q2,125769.0
Malaysia,2026,Q2,95398.0
Na Uy,2013,Q2,4376.0
Na Uy,2014,Q2,4501.0
Na Uy,2015,Q2,4015.0
Na Uy,2016,Q2,3985.0
Na Uy,2017,Q2,4835.0
Na Uy,2018,Q2,5055.0
Na Uy,2019,Q2,5121.0
Na Uy,2022,Q2,1637.0
Na Uy,2023,Q2,3996.0
Na Uy,2024,Q2,4303.0
Na Uy,2025,Q2,6093.0
Na Uy,2026,Q2,3775.0
New Zealand,2013,Q2,7510.0
New Zealand,2014,Q2,8874.0
New Zealand,2015,Q2,7819.0
New Zealand,2016,Q2,9549.0
New Zealand,2017,Q2,11230.0
New Zealand,2018,Q2,11397.0
New Zealand,2019,Q2,12621.0
New Zealand,2022,Q2,1476.0
New Zealand,2023,Q2,9360.0
